label,events_per_second_ratio,idle_ratio,brainrot_ratio,productive_ratio,keyboard_to_scroll_ratio,event_rate_variance,scroll_direction_changes
focused,3.325,0.010025062656641603,0.3508771929824561,0.02756892230576441,1.199999993616,2440.3333333333335,16
focused,5.15,0.006472491909385114,0.008090614886731391,0.01779935275080906,0.34493670818616806,3165.0,77
focused,6.683333333333334,0.0024937655860349127,0.017456359102244388,0.0,0.045652173833449904,2299.0714285714284,102
focused,7.35,0.003401360544217687,0.015873015873015872,0.0,0.15151515127694054,1331.0,150
focused,6.683333333333334,0.003740648379052369,0.0,0.0,0.22222222191756885,2092.3611111111113,150
focused,8.008333333333333,0.001040582726326743,0.0,0.0,0.08905109476557942,1439.267857142857,80
focused,8.916666666666666,0.0009345794392523365,0.0,0.0,0.025830258251589716,1536.111111111111,54
focused,8.6,0.0009689922480620155,0.0,0.0,0.0,1601.0,15
focused,8.708333333333334,0.007655502392344498,0.0,1.0,2.0409835890751817,12129.111111111111,16
focused,11.866666666666667,0.007724719101123595,0.07865168539325842,0.6228932584269663,1.9816513502580595,13092.444444444442,14
focused,12.675,0.0046022353714661405,0.07363576594345825,0.44115713346482577,2.322033868374462,16894.75,30
focused,16.2,0.00257201646090535,0.0,0.8389917695473251,0.30428571344066935,38936.5,172
focused,11.933333333333334,0.00558659217877095,0.0,0.9685754189944135,0.2852713171961108,35142.36111111112,152
focused,14.666666666666666,0.003977272727272727,0.0,0.9744318181818182,1.5259259060323733,42525.02777777778,22
focused,17.783333333333335,0.0023430178069353325,0.0,1.0,1.614754070115695,45255.36111111111,16
